EAN13,DESCRICAO,CODIGO
7897511704205,G-50 TORTA PEQUENA MILLENIUM PRETA      ,1192779
7897511706827,G-56M TORTA MEDIA MILLENIUM TORTA PRETA ,1193007
7897511700450,G-560 SANDUICHE                         ,1193023
7897511704212,G-60M TORTA GRANDE MEDIA PRETA PET      ,1684574
7897511700061,G-62M-TORTA/BOLO M.FATIA MILLENIUM      ,1535242
7897511740296,G-63MA TORTA FATIA MILLENIUM ALTA PRETA ,1586483
7897511707473,G-630 TORTA FATIAS                      ,1192760
7897511731454,G-670 MOUSSE ALTA                       ,1193040
7897511736411,G675 EMB.P/MOLHO SALADA 70ml,1922696
7897511727501,G-687 BASE POTE 180ml CRISTAL PET       ,2312484
7897511727518,G-687 TP T.BOLHA POTE 180ml CRISTAL PET ,2312476
7897511732345,G-70F TORTA RETANGULAR ALTA PRETA       ,1193848
7897511735438,G-70FB TORTA RETANGULAR BAIXA PRETA     ,1193856
7897511735902,G-750D POTE REDONDO DIAMANTE 350ml,1311360
7897511735919,G-771D POTE REDONDO DIAMANTE 450ml,1193864
5698,HALLS PADARIA kg                        ,56987
4045,HAMBURGUER UND                          ,40452
7908026000765,HASHI BOMPACK BAMBU SACHE C/100         ,1921916
7908026000772,HASHI BOMPACK BAMBU SACHE PLAST.        ,1963848
6921982400104,HASHI YIYANG C/50 RESTAURANTE           ,1827200
7891132001552,HONDASHI AJINOMOTO 500g PROF            ,1826778
9345,HONDASHI ROTISSERIA kg                  ,93459
7359,HORTELA ROTISSERIA kg                   ,73598
10865,INSUMO BOLO TORRADA  PADARIA kg,108650
12581,INSUMO BOMBOM NESTLE PADARIA kg         ,125814
6258,INSUMO CACHORRO QUENTE PADARIA kg       ,62588
9287,INSUMO CAFE OVOMALTINE                  ,92878
10930,INSUMO COBERTURA CHURROS                ,109304
8510,INSUMO COMIDA JAPONESA kg               ,85103
12690,INSUMO FARINHA ROSCA kg                 ,126900
9291,INSUMO LANCHES PADARIA kg               ,92916
7896257400129,INSUMO MAQUINA CAFE PADARIA kg,3005860
3000030790077,INSUMO MAQUINA CAFE 3 CORACOES  PAD. kg ,3079007
8414,INSUMO PAO DOCE TORRADA PADARIA kg      ,84140
2382,INSUMO PAO INTEGRAL TORRADA  PADARIA kg ,23825
2473,INSUMO RECHEIO DONUTS GOURMET kg        ,24732
10917,INSUMO RECHEIO SONHO GOURMET kg         ,109177
131753,INSUMO TORRADA SALG/TEMP PADARIAkg      ,1317539
7343,INSUMOS PARA PIZZA PADARIA kg           ,73431
8814,IOGURTE ROTISSERIA kg                   ,88145
9644,KANI ROTISSERIA kg                      ,96440
11666,KETCHUP ROTISSERIA kg                   ,116661
11996,KIT TALHER ROTISSERIA UN                ,119962
8821,KIWI ROTISSERIA kg                      ,88218
7898562231474,LAMBE DEDO PURAPAN 2kg CONG,2193868
8993,LARANJA ROTISSERIA kg                   ,89931
7908119272604,LASANHA BOLONHESA 300g                  ,2213559
7908119288629,LASANHA FRANGO 300g                     ,2213567
3000030741888,LATA PASCOA PERSONALIZADA               ,3074188
7898914221818,LEITE COCO COCO SUPER 500ml             ,2241080
3000013160958,LEITE COCO PADARIA kg,1316095
7896051115274,LEITE CONDENSADO ITAMBE 5kg BAG,2164280
                    ,LEITE CONDENSADO NESTLE 2,1188593
2099,LEITE CONDENSADO PADARIA kg             ,20990
7898215152026,LEITE CONDENSADO PIRACANJUBA 5kg,1388932
                    ,LEITE CONDENSADO 2,1865498
9179,LEITE COND.ROTISSERIA kg                ,91790
11072,LEITE DE COCO ROTISSERIA                ,110728
7308,LEITE INTEGRAL ROTISSERIA kg            ,73083
3000013162495,LEITE PASTEURIZADO PADARIA LT           ,1316249
2323,LEITE PO INTEGRAL PADARIA kg            ,23230
3000011883729,LENHA BRIQUETI P/C                      ,1188372
8208,LENTILHA ROTISSERIA kg                  ,82082
2108,LIMAO PADARIA kg                        ,21083
7344,LIMAO ROTISSERIA kg                     ,73440
12970,LINGUICA CALABRESA DTALIA PADARIA kg    ,129704
7317,LINGUICA SUINA ROTISSERIA kg            ,73172
8279,LINHACA ROTISSERIA kg                   ,82791
9810,LOMBINHO PADARIA kg                     ,98108
7898306741184,LOMBO CANADENSE DTALIA PADARIA KG       ,2276917
7898903030094,LOMBO FATIADO BONATTI PADARIA 1kg       ,2268655
11513,LOMBO SUINO ASSADO GRANEL PALACIOS kg,115134
7303,LOMBO SUINO ROTISSERIA kg               ,73032
12298,LOMBO SUINO SEARA SUCULENTISSIMO CONG.kg,122980
9087,LOURO ROTISSERIA kg                     ,90875
3000030016108,LULA EM ANEIS CORREA PADARIA kg,3001610
2239,MACA PADARIA kg,22390
7474,MACA ROTISSERIA kg                      ,74748
7898851406323,MACARICO MA-0522 MULTIUSO 180g          ,2305062
7898917519615,MACARRAO CASEIRO IMIGRANTES 1KG         ,2143720
7339,MACARRAO ROTISSERIA kg                  ,73393
                    ,MAIONESE HELLMANNS 1,2033488
                    ,MAIONESE HELLMANNS 2,1948679
JUNIOR              ,MAIONESE JUNIOR 1,2312433
2157,MAIONESE PADARIA kg                     ,21571
7326,MAIONESE ROTISSERIA kg                  ,73261
7896054903359,MAIONESE SACHE 8X144X7g                 ,1319582
7891080132889,MAIONESE SALADA 3kg BALDE,1585690
7891999015648,MAIONESE VIGOR 1kg,2076616
7891150025684,MAIONESE 7g SACHE,1919407
2105,MAMAO FORMOSA PADARIA kg                ,21059
8813,MAMAO ROTISSERIA kg                     ,88137
2091,MAMINHA ROTISSERIA kg                   ,20915
12658,MANDIOCA VAPZA ROTISSERIA kg            ,126586
VAPZA               ,MANDIOCA VAPZA 2,1939351
VAPZA               ,MANDIOQUINHA BAT.BAROA/SALSA VAPZA 2,1880608
8992,MANDIOQUINHA ROTISSERIA kg,89923
12656,MANDIOQUINHA VAPZA ROTISSERIA kg        ,126560
7898290225509,MANGA DESCART. P/ CONFEITAR             ,1193406
8281,MANGA ROTISSERIA kg                     ,82813
10856,MANJERICAO PADARIA kg                   ,108561
7346,MANJERICAO ROTISSERIA kg                ,73466
7896948708183,MANTEIGA COLONIAL  kg,1234307
7898936623669,MANTEIGA LASAROLI 5kg SEM SAL,2159511
11500,MANTEIGA PRODUCAO kg                    ,115002
7298,MANTEIGA ROTISSERIA kg                  ,72982
2318,MANTEIGA S/SAL PADARIA kg               ,23183
131727,MARACUJA PADARIA kg,1317270
9618,MARACUJA ROTISSERIA kg                  ,96180
7891080403729,MARGARINA CUKIN 15kg    75 LIPIDEOS,1188402
2533,MARGARINA PADARIA kg                    ,25330
7891080500060,MARGARINA RICCA  2kg MASSAS BLOCO,1189140
2504,MARGARINA RICCA MASSAS PADARIA kg       ,25046
11930,MARGARINA ROTISSERIA kg                 ,119300
3000030015552,MARISCO CULTIVO CORREA PADARIA kg,3001555
10971,MASSA CALZONES kg                       ,109711
10954,MASSA CAVACO SECO JD DOCE kg            ,109541
10953,MASSA CAVACO SECO JD TEMPERADO kg       ,109533
7898186433551,MASSA CONG.P/RAMINHO SP 2kg,2054582
7312,MASSA DE LASANHA ROTISSERIA kg          ,73121
7897096600800,MASSA FLORA P/TORTA DOCE CARAVELI 3cm   ,2198681
7897096600435,MASSA FLORA P/TORTA DOCE CARAVELI 8cm,2198673
3419280058842,MASSA FOL.CARACOL BRIDOR 100g MACA/CAN,2165406
3419280059245,MASSA FOL.CARACOL BRIDOR 96g C/PASSAS,2165414
3419280056855,MASSA FOLHADA BRIDOR 70g C/CHOC CONG,2165422
7646,MASSA FOLHADA CONG PADARIA kg           ,76465
7898939414257,MASSA FOLHADA DA NOSSA CONG 2kg         ,2340712
7898186432950,MASSA FOLHADA 5 kg SP,1983342
7898965320232,MASSA FRESCA TALHARIM KARMELA 1kg,2151111
7898449580527,MASSA JD 2kg PASTEL,2031043
7898917519592,MASSA LASANHA IMIGRANTES 1kg,2143747
7898965320249,MASSA LASANHA KARMELA 2kg,2151120
3000030800486,MASSA LASANHA VERDE kg                  ,3080048
4025281422613,MASSA MADRE IREKS 12.5kg,1730711
4078,MASSA MADRE PADARIA kg,40789
A&P MASSAS          ,MASSA PANQUECA PRODUCAO PCT C/15 0,2264528
CASA DI FAVERO      ,MASSA PANQUECA 19cm PCT C/30 0,3077110
                    ,MASSA PAO BAGUETE B.KING 4,1778951
                    ,MASSA PAO BAGUETE BREAD KING 4,1778943
                    ,MASSA PAO BAGUETE INT.B.KING 4,1778960
7899769100143,MASSA PAO FRANCES BILHA BREAD KING 6kg,1778927
7899769100136,MASSA PAO FRANCES BREAD KING 5kg MINI,1778790
7898562232020,MASSA P/BANANINHA PURAPAN CONG 2kg,2200538
7897776200177,MASSA PIZZA PRODUCAO 100g CX C/20       ,2332043
7899769100112,MASSA P/PAO FRANCES B.KING 6kg 6H PREM.,1778820
13078,MASSA PRONTA PANQUECA ROTISSERIA kg     ,130788
7898015780528,MASSA ROLINHO PRIMAVERA HEIKO 450g 30F  ,2241684
7898076870374,MASSA ROSCA ALEMA MANDIOK 1kg CALABRESA ,2319535
10923,MASSA ROSCA AMERICANA JD kg             ,109231
10633,MASSA ROSCA COLONIAL JD kg              ,106330
MANDIOK             ,MASSA ROSCA POLVILHO MANDIOK 2,2319551
MANDIOK             ,MASSA ROSCA POLVILHO MANDIOK 2,1684540
7898076870107,MASSA ROSQUINHA POLV.MANDIOK 2kg MINI   ,1346490
7898228370332,MASSAS MACIAS ADMIX 15kg                ,1355627
2480,MEL PADARIA kg                          ,24805
9619,MEL ROTISSERIA kg                       ,96199
8819,MELANCIA ROTISSERIA kg                  ,88196
8816,MELAO ROTISSERIA kg                     ,88161
7898331014079,MELHORADOR DE MACIEZ SN-100 10kg FLEISCH,2282887
7898409955303,MELHORADOR PREPARADO FLEISCHMANN 5kg,1604759
2396,MELHORADOR/REFORCADOR PADARIA kg        ,23965
7895226130005,MEXEDOR PLAZAPEL P/DRINK                ,1778145
7472,MILHO CONSERVA ROTISSERIA kg            ,74721
2172,MILHO PADARIA kg                        ,21725
STELLA DORO         ,MILHO VERDE STELLA DORO 1,2146614
3419280056824,MINI CROISSANT BRIDOR 25g MANT.FINA CONG,2165430
7898299380568,MINI CROISSANT NEVASCA 1kg CHOCOLATE,2009137
7898299380629,MINI CROISSANT NEVASCA 1kg GOIABADA,2044226
3419280056862,MINI FOLHADO CARACOL BRIDOR 30g C/PASSAS,2165473
7898299381602,MINI FOLHADO NEVASCA 1kg SALSICHA,2009145
7670,MINI SONHO JD COQUETEL kg               ,76708
7898562230743,MINI SONHO PURAPAN 2kg CONG,2193850
6290,MIST. BOLO CAKE CENOURA PADARIA kg,62901
2737,MIST. BOLO CAKE NEUTRO PADARIA K        ,27375
2401,MIST. BOLO NEUTRO PADARIA kg            ,24015
2478,MIST. MULTIUSO PADARIA kg               ,24783
2437,MIST. PAO-DE-LO PADARIA kg              ,24376
7894448059323,MIST. P/PAO EMULZINT 10kg MULTIG. LIGHT ,1722611
2316,MIST.BOLO ABACAXI PADARIA kg            ,23167
2474,MIST.BOLO AIPIM PADARIA kg              ,24740
7898669902789,MIST.BOLO BONASSE 5kg CREMOSO F.VERM.   ,2257610
2588,MIST.BOLO BRIGADEIRO PADARIA kg         ,25887
2243,MIST.BOLO CAKE  CHOC.PADARIA kg         ,22438
2404,MIST.BOLO CENOURA PADARIA kg            ,24040
7898409953538,MIST.BOLO CHOCOM.GOLD FLEISCHMANN 5kg,2126850
2472,MIST.BOLO MILHO VERDE PADARIA kg        ,24724
2368,MIST.BOLO MULTIGRAOS PADARIA kg         ,23680
7898928551345,MIST.BOLO PURACAKE CENOURA PURAPAN 5kg  ,2307855
7898562230330,MIST.BOLO PURAPAN 5kg TRAD.NEUTRO,1936654
7896417209586,MIST.BOLO VILMA 5kg ABACAXI,1634330
7896417209524,MIST.BOLO VILMA 5kg CENOURA,1483226
7896417214078,MIST.BOLO VILMA 5kg MANDIOCA/AIPIM,1936662
7896417209531,MIST.BOLO VILMA 5kg MILHO,1936670
7899681405357,MIST.BROA ADIMIX 2kg CAXAMBU,1986538
9918,MIST.BROA CAXAMBU PADARIA               ,99180
7898228376846,MIST.CAKE ADIMIX 2kg CENOURA,1739123
7898228374620,MIST.CAKE ADIMIX 2kg CHOCOLATE,1722832
7899681400888,MIST.CAKE ADIMIX 2kg INDIANO,1986503
7899681403643,MIST.CAKE ADIMIX 2kg LARANJA,1986511
7898228378154,MIST.CAKE ADIMIX 2kg MULTICEREAIS,1743651
7898228372480,MIST.CAKE ADIMIX 2kg NEUTRO,1739131
7898228377355,MIST.CAKE ADIMIX 2kg TAPIOCA,1539760
9914,MIST.CAKE INDIANO PADARIA               ,99147
9916,MIST.CAKE LARANJA PADARIA               ,99163
2475,MIST.CAKE TAPIOCA PADARIA kg            ,24759
10535,MIST.CUCA ALEMÃ  PADARIA kg             ,105350
7891080150166,MIST.GRADINA BUNGE 5kg PAO DE LO,1936689
7898406479888,MIST.GRAN PANETONE C12 IREKS 10kg,1880810
7898406472100,MIST.IREKS SOVITAL 5kg FIBRAS,1741411
7898406472025,MIST.IREKS SOVITAL 5kg INTEGRAL,1741403
7898406471004,MIST.IREKS 2kg BRIOCHE,1798391
7898406471967,MIST.IREKS 500g AROMA,1847902
3000030409504,MIST.MULTIUSO PURAPAN 5kg FLEXMIX,3040950
3000030458380,MIST.PANETONE PURATOS 20kg CHOCOLATE,3045838
9501,MIST.PANETTONE ARTIGIANALE PADARIA kg   ,95010
3000013166646,MIST.PÃO AIPIM PADARIA kg,1316664
5340,MIST.PAO BRIOCHE PADARIA kg,53406
9124,MIST.PÃO CASEIRO PADARIA kg             ,91243
6121,MIST.PAO CIABATTA IREKS PADARIA kg      ,61212
2645,MIST.PAO DE CIABATTA PADARIA kg         ,26450
7899681404282,MIST.PAO DE LEITE ADIMIX 5.01kg,1793900
2566,MIST.PAO DE LEITE PADARIA kg            ,25666
7898562230224,MIST.PAO ESCALDADO 5kg AIPIM,1502018
7898562230217,MIST.PAO ESCALDADO 5kg TRADIC,1502034
7898406471578,MIST.PAO IREKS 10kg CIABATTA,1720937
7898406470731,MIST.PAO IREKS 5kg ITALIANO,1720953
2568,MIST.PAO ITALIANO IREKS PADARIA kg      ,25682
8415,MIST.PAO MANDIOQUINHA PADARIA kg        ,84158
7899681404299,MIST.PAO SANDUICHE ADIMIX 5.01kg ZERO,1793918
2579,MIST.PAO SANDUICHE LIGHT PADARIA kg     ,25798
2471,MIST.PAO SUPER FOFO PADARIA kg          ,24716
7898928551314,MIST.P/BOLO NEGA MALUCA 5kg,1192469
7898264515841,MIST.P/BOLO NEGA MALUCA 5kg             ,2335387
7894448075286,MIST.P/PAO EMULTINT 10kg PAO AMIGO,3028445
7894448065805,MIST.P/PAO EMULZIINT 10kg SEMI ITALIANO,1797174
7898928551864,MIST.P/PREPARO PAO 10kg SUPER FOFO,1275852
3352,MIST.PREP.P/PAO MASSAS ADIMIX PADARI kg,33529
7898264517272,MIST.PRODUPAM MULTIMACIO 10kg PREMIUM,1632426
7898902121052,MIST.PRODUPAN 10kg SONHO,1906356
5410687120024,MIST.PURATOS 10kg PURAVIT.GR.ANCESTRAIS,1969110
7898265681064,MIST.REQUEIJAO C/AMID.S.FORMAGGIO PAD.  ,2275295
7898215602040,MIST.SATIN CAKE PURATOS 2kg CENOURA     ,1571303
7898215601326,MIST.SATIN CAKE PURATOS 2kg NEUTRO      ,1564161
2619,MIST.SONHO PADARIA kg                   ,26190
7896419442264,MISTURA ALVALADE ANACONDA 25kg          ,2220687
7894448050108,MISTURA BAGUETTE EMULZINT 20kg,2102650
7898330510770,MISTURA BOLO ABACAXI REFORPAN 5kg       ,2230380
7898330511579,MISTURA BOLO AIPIM REFORPAN 5kg         ,2230445
7898330511036,MISTURA BOLO BAUNILHA REFORPAN 5kg      ,2230437
7898330510497,MISTURA BOLO CENOURA REFORPAN 5kg       ,2230399
7898330510251,MISTURA BOLO CHOCOLATE REFORPAN 5kg     ,2230402
7898330510763,MISTURA BOLO COCO REFORPAN 5kg          ,2230410
7898330510596,MISTURA BOLO FUBA REFORPAN 5kg          ,1539639
7898330510794,MISTURA BOLO LARANJA REFORPAN 5kg       ,2230429
7898330512521,MISTURA BOLO LEITE COND.REFORPAN 5kg    ,2230364
7898330511005,MISTURA BOLO LIMAO REFORPAN 5kg         ,2230372
7898330511883,MISTURA BOLO MILHO REFORPAN 5kg         ,1189816
7898330510800,MISTURA BOLO NEUTRO REFORPAN 5kg        ,2230356
7898926721863,MISTURA BROWNIE BONASSE 1kg             ,2330261
7898963416562,MISTURA CAKE BONASSE 1kg LIMAO SICILIANO,2300141
7898926721436,MISTURA CAKE BONASSE 1kg PAO DE MEL     ,2330288
7894448003968,MISTURA CIABATTA EMULZINT 20kg,1367609
13841,MISTURA MERENGUE MP                     ,138410
7898926721467,MISTURA MULTI CAKE BONASSE 5kg          ,2257556
7898215602453,MISTURA PANETONE PURATOS 20kg,2143160
7898923401638,MISTURA PAO AUSTRALIANO 10kg            ,2330806
5410687147304,MISTURA PAO AUSTRALIANO 2.0 PURATOS 2KG ,2096374
7898923403908,MISTURA PAO BISNAGA PREMIUM INTEG. 10Kg ,2274256
7898923403229,MISTURA PAO BISNAGA PREMIUM TRAD. 10kg  ,2297337
7898923401102,MISTURA PAO BRIOCHE FRA. VIA PANE 10kg  ,2330270
7898669903649,MISTURA PAO DA VOVO BONASSE 5kg         ,2274400
7898923401096,MISTURA PAO DE BETERRABA VIA PANE 10kg  ,2274175
7898923401126,MISTURA PAO DE CEBOLA VIA PANE 10kg     ,2274167
7898923401140,MISTURA PAO DE CENOURA VIA PANE 10kg    ,2274183
7898923401256,MISTURA PAO DE ESPINAFRE VIA PANE 10kg  ,2274191
7898923401492,MISTURA PAO DE MILHO VIA PANE 10kg      ,2274213
7898923403854,MISTURA PAO DE OVO EGG VIA PANE 10kg    ,2274230
7898923401454,MISTURA PAO MANDIOQUINHA VIA PANE 10kg  ,2295563
7898923401461,MISTURA PAO MARROQUINO VIA PANE 10kg    ,2274205
9684,MISTURA PAO OVOS                        ,96849
7898736080037,MISTURA PAO PANE DELICIA DE LEITE 10kg  ,2336952
7898669903656,MISTURA PAO 3 LEITES BONASSE 5kg,2198649
7898049432011,MISTURA PO DE LO BAKELS 5kg             ,2307847
7898049432172,MISTURA PO DE LO CHOCOLATE BAKELS 5kg   ,2307839
7898945743488,MISTURA PURELAC 1kg COM MALTODEXTRINA,2105195
7898669904622,MISTURA ROCAMBOLE BONASSE 5kg CHOCOLATE ,2227665
7898669904615,MISTURA ROCAMBOLE NEUTRO BONASSE 5kg    ,2230461
7898215602002,MIT.SATIN CAKE PURATOS 2kg CHOCOLATE    ,1564170
7898384338146,MIX BISCOITO DA NOSSA 5kg AMENDOIM      ,2304856
7898384338016,MIX BISCOITO DA NOSSA 5kg CAST/CANELA   ,2304821
7898384338078,MIX BISCOITO DA NOSSA 5kg FUBA C/COCO   ,2304848
7898384338085,MIX BISCOITO DA NOSSA 5kg MAIZENA       ,2304830
7898384338061,MIX BISCOITO DA NOSSA 5kg MANTEIGA      ,2304813
7898384338108,MIX BISCOITO DA NOSSA 5kg TIPO COLONIAL ,2304864
7898384331574,MIX BOLO PREMIUM BANANA 5kg,2146606
7898384330690,MIX BOLO PREMIUM CAFE 5kg,2146045
7898384330713,MIX BOLO PREMIUM 5kg,2146037
7898384337859,MIX BROA DA NOSSA 5kg MILHO             ,2304880
DA NOSSA            ,MIX CREME DE VINHO DA NOSSA 1,2045486
7898384331321,MIX CUCA ALEMA DA NOSSA 5kg,2045494
7898384334223,MIX PAO CUCA 5kg,2096110
7898384334582,MIX ROCAMBOLE DA NOSSA 5kg              ,2312441
7898384338122,MIX SEQUILHO DA NOSSA 5kg               ,2304872
7898384337552,MIX UNTAFORMA CUNHAPAN 5l CERA ABELHA   ,2263327
11477,MOLHO BARBECUE kg                       ,114774
9503,MOLHO BRANCO KNORR ROTISSERIA           ,95036
                    ,MOLHO BRANCO KNORR 1,1946390
                    ,MOLHO CAESAR JUNIOR 1,2293412
7896102821031,MOLHO CAESAR JUNIOR 232g                ,2301563
8506,MOLHO CAESAR ROTISSERIA kg              ,85065
11621,MOLHO CHIMICHURRI ROTISSERIA kg         ,116211
7304,MOLHO DE MOSTARDA ROTISSERIA kg         ,73040
                    ,MOLHO FRENCH JUNIOR 1,2293390
7896102821055,MOLHO FRENCH JUNIOR 256g                ,2301555
3000030800301,MOLHO FUNGHI kg                         ,3080030
                    ,MOLHO HONEY MOSTARD JUNIOR 1,2293404
7798,MOLHO INGLES ROTISSERIA kg              ,77984
7896102821017,MOLHO ITALIAN JUNIOR 255g               ,2301580
                    ,MOLHO PARMESAN JUNIOR 1,2293420
7896102821192,MOLHO PARMESAN JUNIOR 250g              ,2301571
8028,MOLHO PARMESAO ROTISSERIA kg            ,80284
7898683520433,MOLHO PIMENTA MAKI 200ml SWEET CHILI    ,2241676
7896054906053,MOLHO PIMENTA 3g 8ml,1689967
7896292310803,MOLHO PREDILECTA 4.100g REFOGADO,1192345
12234,MOLHO QUATRO QUEIJOS ROTISSERIA kg      ,122343
7356,MOLHO SHOYO ROTISSERIA kg               ,73563
7896007821976,MOLHO TARE SAKURA 18ml                  ,2235609
7891150035584,MOLHO TOMATE DESIDRAT.KNORR BAG 750g PO,1917099
9506,MOLHO TOMATE DESIDRAT.KNORR ROTISSERIA  ,95060
2569,MOLHO TOMATE PADARIA kg                 ,25690
13554,MOLHO TOMATE POMITA PADARIA BAG 15kg    ,135542
12643,MOLHO TOSCANO ROTISSERIA kg             ,126438
7908119292022,MOLHO TOSCANO 500ml                     ,2221772
7908119290172,MOLHO 4 QUEIJOS 500ml                   ,2221780
7328,MORANGA ROTISSERIA kg                   ,73288
3000013115736,MORANGO PADARIA 240g                    ,1311573
2621,MORANGO PRODUCAO PADARIA kg             ,26212
8820,MORANGO ROTISSERIA kg                   ,88200
12609,MORTADELA BOLOGNA PADARIA kg            ,126098
7891150028487,MOSTARDA AMARELA HELLMANNS 7g SACHE,1919385
7896054905384,MOSTARDA AMARELA SACHE 144x5gr          ,2062410
7891000010945,MOUSSE NESTLE CHOCOLATE 500g NPRO,1865455
7891000095645,MOUSSE NESTLE 500g CHOC.BRANCO,1865420
8794,MOUSSE SUFLAIR NESTLE kg                ,87947
12172,MP ABACAXI EM CALDA kg                  ,121720
12173,MP ABACAXI kg                           ,121738
13347,MP ABOBORA kg                           ,133477
12174,MP ABOBRINHA ITALIANA kg                ,121746
12175,MP ACHOCOLATADO kg                      ,121754
12176,MP ACUCAR kg                            ,121762
13346,MP ACUCAR MASCAVO kg                    ,133469
12186,MP AGUA POTAVEL kg                      ,121860
12178,MP AIPIM kg                             ,121789
13344,MP ALCAPARRAS kg                        ,133442
12562,MP ALECRIM kg                           ,125628
13343,MP ALFACE AMERICANA kg                  ,133434
13342,MP ALFACE CRESPA kg                     ,133426
12179,MP ALFACE kg                            ,121797
13345,MP ALFACE ROXA kg                       ,133450
12181,MP AMEIXA PRETA S/CAROCO kg             ,121819
13233,MP AMENDOA kg                           ,132330
12591,MP AMENDOIM FARINHA kg                  ,125911
12592,MP AMENDOIM GRANULADO kg                ,125920
12594,MP AMENDOIM INTEIRO C/PELE  kg          ,125946
12182,MP AMENDOIM kg                          ,121827
12593,MP AMENDOIM S/PELE kg                   ,125938
12183,MP AMIDO DE MILHO kg                    ,121835
12184,MP ATUM kg                              ,121843
12185,MP AVEIA FLOCOS kg                      ,121851
12187,MP AZEITE DE OLIVA kg                   ,121878
12188,MP AZEITONA kg                          ,121886
12190,MP BACON kg                             ,121908
12191,MP BANANA kg                            ,121916
12192,MP BATATA DOCE kg                       ,121924
13341,MP BATATA kg                            ,133418
12193,MP BATATA PALHA kg                      ,121932
12194,MP BEBIDA LACTEA kg                     ,121940
12195,MP BERINJELA kg                         ,121959
13340,MP BICARBONATO kg                       ,133400
12196,MP BISCOITO MAIZENA kg                  ,121967
12392,MP BOLACHA OREO KG                      ,123927
12197,MP BOMBOM AO LEITE kg                   ,121975
12198,MP BOMBOM BRANCO kg                     ,121983
12837,MP BOMBOM FERRERO kg                    ,128376
12834,MP BRIGADEIRO COLHER kg                 ,128341
13398,MP BRIGADEIRO DE PISTACHE kg            ,133981
12370,MP BROCOLIS KG                          ,123706
13357,MP CACAU EM PO kg                       ,133574
12199,MP CACHACA kg                           ,121991
12200,MP CAFE kg                              ,122009
3000030692814,MP CAIXA OVO PASCOA UND                 ,3069281
3000030692906,MP CAIXA PANETTONE TRUFADO UND          ,3069290
3000030693033,MP CAIXA PAPELAO UN                     ,3069303
12201,MP CALABRESA kg                         ,122017
12202,MP CALDA P/PUDIM kg                     ,122025
12203,MP CALDA P/TORTA kg                     ,122033
13397,MP CALDO KNOR kg                        ,133973
12204,MP CANELA EM PO kg                      ,122041
12205,MP CARNE MOIDA kg                       ,122050
3000030812816,MP CARNE SECA ROTISSERIA KG             ,3081281
12206,MP CASTANHA kg                          ,122068
12207,MP CATCHUP kg                           ,122076
12208,MP CEBOLA kg                            ,122084
12209,MP CENOURA kg                           ,122092
12210,MP CEREJA kg                            ,122106
12212,MP CHAMPIGNON kg                        ,122122
12213,MP CHANTILY kg                          ,122130
12224,MP CHOCOBOLL kg                         ,122246
12595,MP CHOCOLATE BARRA AO LEITE kg          ,125954
12214,MP CHOCOLATE BARRA BRANCO kg            ,122149
12597,MP CHOCOLATE BARRA MEIO AMARGO kg       ,125970
12216,MP CHOCOLATE GOTAS kg                   ,122165
12215,MP CHOCOLATE PO kg                      ,122157
12217,MP CLARA PASTEURIZADA kg                ,122173
12218,MP COCO NATURAL kg                      ,122181
12219,MP COCO SECO kg                         ,122190
3000030740485,MP COLHER OVO PASCOA UN                 ,3074048
12220,MP COLORAU kg                           ,122203
12221,MP COMPOSTO LEITE EM PO kg              ,122211
12265,MP CONFEITO M&Ms KG                     ,122653
12839,MP COOKIES kg                           ,128392
12223,MP CORANTE kg                           ,122238
12211,MP COUVE FOLHA kg                       ,122114
12225,MP CRAVO DA INDIA kg                    ,122254
12226,MP CREAM CHEESE kg                      ,122262
13408,MP CREME AO LEITE kg                    ,134082
13772,MP CREME AVELA kg                       ,137723
13421,MP CREME BELGA kg                       ,134210
12227,MP CREME CONFEITEIRO kg                 ,122270
12228,MP CREME DE LEITE kg                    ,122289
12229,MP CREME DE VINHO kg                    ,122297
13407,MP CREME HOLANDES kg                    ,134074
13355,MP CROUTONS kg                          ,133558
12240,MP CURRY kg                             ,122408
12241,MP DAMASCO kg                           ,122416
13396,MP DELI CHEESE CAKE kg                  ,133965
12242,MP DOCE DE LEITE kg                     ,122424
13354,MP EDAMAME kg                           ,133540
3000030693118,MP EMB.DIVERSAS                         ,3069311
12243,MP EMULZIFICANTE kg                     ,122432
12244,MP ENZIMA kg                            ,122440
12245,MP ERVA DOCE kg                         ,122459
12246,MP ERVAS FINAS kg                       ,122467
12247,MP ERVILHA kg                           ,122475
12248,MP ESSENCIA kg                          ,122483
3000030693200,MP ETIQUETA BALANCA UND                 ,3069320
3000030693385,MP ETIQUETA ROTULO UND                  ,3069338
12249,MP FARINHA DE MANDIOCA kg               ,122491
12250,MP FARINHA DE MILHO kg                  ,122505
12251,MP FARINHA DE TRIGO kg                  ,122513
12266,MP FAROFA VIA PANE KG                   ,122661
12427,MP FECHO DE PAO UNIDADE                 ,124273
12253,MP FERMENTO INSTANTANEO kg              ,122530
12254,MP FERMENTO QUIMICO kg                  ,122548
3000030492308,MP FILME ATM                            ,3049230
3000030693545,MP FORMA COLOMBA PASCAL UND             ,3069354
3000030693620,MP FORMA PANETONE 100g UND              ,3069362
3000030693705,MP FORMA PANETONE 500g UND              ,3069370
3000030693897,MP FORMINHA DOCINHOS DIVERSAS UND       ,3069389
13353,MP FRANGO EM TIRAS NAT kg               ,133531
